company_url,company_name,activity,company_linked_in,company_founding_year,company_employees,person_full_name,person_job_title,person_url,company_title,company_description,company_content,company_main_terms,company_detailed_terms,stats
unearthlabs.com/,Unearth,"Helping built-world industries manage their data with simple, powerful GIS",https://www.linkedin.com/company/unearth-technologies-inc./,2016,1-10,Amy Hutchins,CPO & CTO & Co-Founder,https://www.linkedin.com/in/amy-hutchins/,Unearth,"Helping built-world industries manage their data with simple, powerful GIS","
About
Unearth combines the latest in remote sensing, IoT, drones and computer vision and applies them to the Construction Industry. Construction, currently calculated to be 1.7 Trillion in the US alone, consistently suffers from broken schedules and busted budgets. Unearth is developing a revolutionary platform to help eliminate the enormous economic burden and ubiquitous “brain damage” derailed projects create for owners, general contractors, and the public at large. Come join us at Unearth and help us build a killer solution while flying (and sometimes crashing) drones!
Unearth is founded by three serial entrepreneurs and product rockstars with a proven track record of delivering high quality SAAS products at scale to achieve successful exits. We’re looking for rock star developers to join us in our latest venture and enjoy the fun and hard work of an early stage startup through growth stages.
","Advanced Building Methods,, Plan & Build","Plan & Build,Advanced Building Methods,Commercial,Residential,

                                                Chatbot                                            
,

                                                Cloud                                            
,

                                                ConTech                                            
,

                                                Digital Twin                                            
,

                                                Drones                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Location Analytics                                            
,

                                                Mapping                                            
,

                                                Mobile App                                            
,

                                                SaaS                                            
,

                                                Sensors                                            
","{'Year Founded': '2016', 'Total Raised': '$11.3M', 'Funding Stage': 'A', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States', 'HQ Address': '1900 N Northlake Way, Seattle, WA US'}"
real.vision/,Real Vision,"Realvision provides real estate professionals one simple solution to get three powerful tools: beautiful HDR photos, floor plan, and 3D virtual tour.",https://twitter.com/realvisionvr,2013,1-10,Bofei Cao,Founder & CEO,https://www.linkedin.com/in/bofei-cao-4bba2b27/,Real Vision,"Realvision provides real estate professionals one simple solution to get three powerful tools: beautiful HDR photos, floor plan,…","
About
Realvision offers a complete real estate marketing package:
-3D virtual tour
-Floor plan
-High-quality still photos
All three components are combined on a single property website following a single property shoot by a professional real estate photographer.
Realvision has been operating in the real estate industry since 2013, servicing thousands of brokers, agents and real estate professionals.
","Buy Sell & Rent,, Virtual Tours","Virtual Tours,Buy Sell & Rent,Residential,

                                                3D Modeling                                            
,

                                                Big Data                                            
,

                                                Data Analytics                                            
,

                                                Image Processing                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Lead Management                                            
,

                                                Location Analytics                                            
,

                                                Mapping                                            
,

                                                Marketing                                            
,

                                                Mobile App                                            
,

                                                Virtual Reality                                            
,

                                                VR/AR                                            
,

                                                Work Flow Management                                            
","{'Year Founded': '2013', 'Total Raised': '$1.5M', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'Canada', 'Operation area': 'Canada,United States'}"
real.vision/,Real Vision,"Realvision provides real estate professionals one simple solution to get three powerful tools: beautiful HDR photos, floor plan, and 3D virtual tour.",https://twitter.com/realvisionvr,2013,1-10,Bryn Erickson,Co- Founder & CSO,https://www.linkedin.com/in/bryn-erickson-903a7220/,Real Vision,"Realvision provides real estate professionals one simple solution to get three powerful tools: beautiful HDR photos, floor plan,…","
About
Realvision offers a complete real estate marketing package:
-3D virtual tour
-Floor plan
-High-quality still photos
All three components are combined on a single property website following a single property shoot by a professional real estate photographer.
Realvision has been operating in the real estate industry since 2013, servicing thousands of brokers, agents and real estate professionals.
","Buy Sell & Rent,, Virtual Tours","Virtual Tours,Buy Sell & Rent,Residential,

                                                3D Modeling                                            
,

                                                Big Data                                            
,

                                                Data Analytics                                            
,

                                                Image Processing                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Lead Management                                            
,

                                                Location Analytics                                            
,

                                                Mapping                                            
,

                                                Marketing                                            
,

                                                Mobile App                                            
,

                                                Virtual Reality                                            
,

                                                VR/AR                                            
,

                                                Work Flow Management                                            
","{'Year Founded': '2013', 'Total Raised': '$1.5M', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'Canada', 'Operation area': 'Canada,United States'}"
www.brightmerge.com/,Brightmerge,Cloud-based expert system that accurately and automatically predicts the performance of electric microgrids,https://twitter.com/brightmerge,2017,1-10,Elkana Pressler," VP Startegy, BD & Co-Founder",https://www.linkedin.com/in/elkana-pressler/,Brightmerge,Cloud-based expert system that accurately and automatically predicts the performance of electric microgrids,"
About
Brightmerge empowers entrepreneurs, architects and engineers to build 100% renewable energy microgrids systems.
– Turnkey Solutions – Brightmerge has developed partnerships with top level service providers to supply property developers with a complete energy solution.
– Energy Efficiency – Brightmerge micro-grids use renewable energy sources to provide cost-saving energy solutions.
– Continuous Improvement – Property managers use the Brightmerge platform for ongoing services and access to improvements in energy generation and efficiency.
– Sustainable Sourcing & Installation – When possible, local sources will be used for services and supplies to reduce costs and provide social responsibility.
By empowering local entrepreneurs, millions of people can gain access to electricity
","Energy Management,, Manage & Operate","Manage & Operate,Energy Management,Commercial,Hospitality,Residential,Retail,

                                                Artificial Intelligence                                            
,

                                                Big Data                                            
,

                                                Cloud                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Machine Learning                                            
,

                                                SaaS                                            
","{'Year Founded': '2017', 'Total Raised': '$950K', 'Funding Stage': 'NA', 'Employees': '1-10', 'Country': 'Israel', 'Operation area': 'Global', 'HQ Address': 'Nehar HaYarden Street 8, Modiin, Israel', 'Other Offices': 'Boston, MA, USA'}"
www.brightmerge.com/,Brightmerge,Cloud-based expert system that accurately and automatically predicts the performance of electric microgrids,https://twitter.com/brightmerge,2017,1-10,Daniel Schwab,CEO & Co-Founder,https://www.linkedin.com/in/danielschwab/,Brightmerge,Cloud-based expert system that accurately and automatically predicts the performance of electric microgrids,"
About
Brightmerge empowers entrepreneurs, architects and engineers to build 100% renewable energy microgrids systems.
– Turnkey Solutions – Brightmerge has developed partnerships with top level service providers to supply property developers with a complete energy solution.
– Energy Efficiency – Brightmerge micro-grids use renewable energy sources to provide cost-saving energy solutions.
– Continuous Improvement – Property managers use the Brightmerge platform for ongoing services and access to improvements in energy generation and efficiency.
– Sustainable Sourcing & Installation – When possible, local sources will be used for services and supplies to reduce costs and provide social responsibility.
By empowering local entrepreneurs, millions of people can gain access to electricity
","Energy Management,, Manage & Operate","Manage & Operate,Energy Management,Commercial,Hospitality,Residential,Retail,

                                                Artificial Intelligence                                            
,

                                                Big Data                                            
,

                                                Cloud                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Machine Learning                                            
,

                                                SaaS                                            
","{'Year Founded': '2017', 'Total Raised': '$950K', 'Funding Stage': 'NA', 'Employees': '1-10', 'Country': 'Israel', 'Operation area': 'Global', 'HQ Address': 'Nehar HaYarden Street 8, Modiin, Israel', 'Other Offices': 'Boston, MA, USA'}"
www.brightmerge.com/,Brightmerge,Cloud-based expert system that accurately and automatically predicts the performance of electric microgrids,https://twitter.com/brightmerge,2017,1-10,Keith Lehman,VP Product & Co-Founder,https://www.linkedin.com/in/klehman/,Brightmerge,Cloud-based expert system that accurately and automatically predicts the performance of electric microgrids,"
About
Brightmerge empowers entrepreneurs, architects and engineers to build 100% renewable energy microgrids systems.
– Turnkey Solutions – Brightmerge has developed partnerships with top level service providers to supply property developers with a complete energy solution.
– Energy Efficiency – Brightmerge micro-grids use renewable energy sources to provide cost-saving energy solutions.
– Continuous Improvement – Property managers use the Brightmerge platform for ongoing services and access to improvements in energy generation and efficiency.
– Sustainable Sourcing & Installation – When possible, local sources will be used for services and supplies to reduce costs and provide social responsibility.
By empowering local entrepreneurs, millions of people can gain access to electricity
","Energy Management,, Manage & Operate","Manage & Operate,Energy Management,Commercial,Hospitality,Residential,Retail,

                                                Artificial Intelligence                                            
,

                                                Big Data                                            
,

                                                Cloud                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Machine Learning                                            
,

                                                SaaS                                            
","{'Year Founded': '2017', 'Total Raised': '$950K', 'Funding Stage': 'NA', 'Employees': '1-10', 'Country': 'Israel', 'Operation area': 'Global', 'HQ Address': 'Nehar HaYarden Street 8, Modiin, Israel', 'Other Offices': 'Boston, MA, USA'}"
www.theblueground.com/,Blueground,"Rent beautiful, thoughtfully furnished apartments for a month, a year or even longer.",https://twitter.com/theblueground,2013,251-500,Alex Chatzieleftheriou,Co- Founder & CEO,https://www.linkedin.com/in/alexandroschatzieleftheriou/,Blueground,"Rent beautiful, thoughtfully furnished apartments for a month, a year or even longer.","
About
At Blueground, our vision is to make people feel at home wherever they choose to live.
To do this, we offer beautifully furnished and thoughtfully-equipped apartments in the most vibrant cities around the globe for a month, a year, or even longer.
Guided by people’s growing desire to live more mobile lives — while not sacrificing comfort and the finer things in life — we strive to create an experience where all guests need to do is simply #ShowUpStartLiving.
At present, Blueground operates 2,000 apartments in nine cities across three continents and have a team of over 350 employees. By 2023, we plan to be in over 50 cities with 50,000 properties.
At Blueground, we invest first and foremost in our people, and that’s reflected in our mission: to create a tech-powered living experience that guests love, homed in an organization where great people are proud to work.
We build our culture around people that demonstrate our four core values:
-Time is everything. Cherish it
-Excellence is our epic journey
-We care deeply about our clients and colleagues
-Transparency, once embraced, makes everything easier
","Manage & Operate,, NextGen Hospitality","NextGen Hospitality,Manage & Operate,Hospitality,Residential,

                                                Big Data                                            
,

                                                Data Analytics                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Marketing                                            
,

                                                Travel-Tech                                            
","{'Year Founded': '2013', 'Total Raised': '$27.4M', 'Funding Stage': 'B', 'Employees': '251-500', 'Country': 'United States', 'Operation area': 'Greece,Turkey,United Arab Emirates,United States', 'HQ Address': 'New York (HQ), NYUnited States311 W 43rd St 12th Floor', 'Other Offices': 'Chicago, ILUnited States20 W Kinzie St'}"
www.theblueground.com/,Blueground,"Rent beautiful, thoughtfully furnished apartments for a month, a year or even longer.",https://twitter.com/theblueground,2013,251-500,Alexis Maragkos,Co-Founder / Head of Strategic Partnerships,https://www.linkedin.com/in/alexis-maragkos-77017526/,Blueground,"Rent beautiful, thoughtfully furnished apartments for a month, a year or even longer.","
About
At Blueground, our vision is to make people feel at home wherever they choose to live.
To do this, we offer beautifully furnished and thoughtfully-equipped apartments in the most vibrant cities around the globe for a month, a year, or even longer.
Guided by people’s growing desire to live more mobile lives — while not sacrificing comfort and the finer things in life — we strive to create an experience where all guests need to do is simply #ShowUpStartLiving.
At present, Blueground operates 2,000 apartments in nine cities across three continents and have a team of over 350 employees. By 2023, we plan to be in over 50 cities with 50,000 properties.
At Blueground, we invest first and foremost in our people, and that’s reflected in our mission: to create a tech-powered living experience that guests love, homed in an organization where great people are proud to work.
We build our culture around people that demonstrate our four core values:
-Time is everything. Cherish it
-Excellence is our epic journey
-We care deeply about our clients and colleagues
-Transparency, once embraced, makes everything easier
","Manage & Operate,, NextGen Hospitality","NextGen Hospitality,Manage & Operate,Hospitality,Residential,

                                                Big Data                                            
,

                                                Data Analytics                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Marketing                                            
,

                                                Travel-Tech                                            
","{'Year Founded': '2013', 'Total Raised': '$27.4M', 'Funding Stage': 'B', 'Employees': '251-500', 'Country': 'United States', 'Operation area': 'Greece,Turkey,United Arab Emirates,United States', 'HQ Address': 'New York (HQ), NYUnited States311 W 43rd St 12th Floor', 'Other Offices': 'Chicago, ILUnited States20 W Kinzie St'}"
www.theblueground.com/,Blueground,"Rent beautiful, thoughtfully furnished apartments for a month, a year or even longer.",https://twitter.com/theblueground,2013,251-500,Andreas Nezeritis,Co-founder / Head of Business Development,https://www.linkedin.com/in/andreas-nezeritis-318338b4/,Blueground,"Rent beautiful, thoughtfully furnished apartments for a month, a year or even longer.","
About
At Blueground, our vision is to make people feel at home wherever they choose to live.
To do this, we offer beautifully furnished and thoughtfully-equipped apartments in the most vibrant cities around the globe for a month, a year, or even longer.
Guided by people’s growing desire to live more mobile lives — while not sacrificing comfort and the finer things in life — we strive to create an experience where all guests need to do is simply #ShowUpStartLiving.
At present, Blueground operates 2,000 apartments in nine cities across three continents and have a team of over 350 employees. By 2023, we plan to be in over 50 cities with 50,000 properties.
At Blueground, we invest first and foremost in our people, and that’s reflected in our mission: to create a tech-powered living experience that guests love, homed in an organization where great people are proud to work.
We build our culture around people that demonstrate our four core values:
-Time is everything. Cherish it
-Excellence is our epic journey
-We care deeply about our clients and colleagues
-Transparency, once embraced, makes everything easier
","Manage & Operate,, NextGen Hospitality","NextGen Hospitality,Manage & Operate,Hospitality,Residential,

                                                Big Data                                            
,

                                                Data Analytics                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Marketing                                            
,

                                                Travel-Tech                                            
","{'Year Founded': '2013', 'Total Raised': '$27.4M', 'Funding Stage': 'B', 'Employees': '251-500', 'Country': 'United States', 'Operation area': 'Greece,Turkey,United Arab Emirates,United States', 'HQ Address': 'New York (HQ), NYUnited States311 W 43rd St 12th Floor', 'Other Offices': 'Chicago, ILUnited States20 W Kinzie St'}"
vebbu.co/,Vebbu,Vebbu creates products that improve your quality of life by controlling the temperature and air quality in your home,https://twitter.com/VebbuCo,,1-10,,,,Vebbu,Vebbu creates products that improve your quality of life by controlling the temperature and air quality in your…,"
About
Vebbu creates products that improve your quality of life and save energy, by controlling the air quality and temperature in your home.
","Plan & Build,, Smart Building","Smart Building,Plan & Build,Commercial,Residential,

                                                Big Data                                            
,

                                                Data Analytics                                            
,

                                                EnergyTech                                            
,

                                                Internet of Things (IoT)                                            
,

                                                Machine Learning                                            
,

                                                Mobile App                                            
,

                                                Property Mangement                                            
,

                                                Sensors                                            
,

                                                Smart Building                                            
,

                                                Smart Home                                            
","{'Year Founded': '', 'Total Raised': '', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'Netherlands', 'Operation area': 'Europe', 'HQ Address': 'Amsterdam, Noord-Holland, The Netherlands'}"
www.basarsoft.com.tr/,Basarsoft (Mapbis),"Intelligent Integrated Infrastructure Network Management Systems, Geographic Information Systems, Navigation, Geographic Business Intelligence, Data Collection",https://twitter.com/basarsoft,1997,251-500,Alim Küçükpehlivan,CEO & Co-Founder,https://www.linkedin.com/in/alimkucukpehlivan/,Basarsoft (Mapbis),"Intelligent Integrated Infrastructure Network Management Systems, Geographic Information Systems, Navigation, Geographic Business Intelligence, Data Collection","
About
Basarsoft is the leading and pioneering company providing totally tailored solutions in GIS. It was founded in 1997 by a group of passionate group of engineers, professional in GIS in Turkey.
Basarsoft provide GIS solutions in variaty of fields, and focused on Utility Network GIS and Navigation Data Production Sector.
Main applications in GIS include data management and integration into SCADA, Billing, Maintenance, SAP, Field and Sales Force Management, CRM systems.
Basarsoft has been awarded to become regional distributor and solution center for Pitney Bowes, Mapinfo GIS solutions, for EMEA region.
Basarsoft has developed the largest Infrastructure Network GIS systems for Turkey, including Telecom Wireline & Cable TV Network (www.telcobis.com), Electricity/Power Grid (www.edabis.com), Water/Sewage/Stormwater Network (www.sudabis.com), Natural Gas Network ( www.doabis.com).
Basarsoft is also the leading navigation data and solution provider in Turkey and Northern Cyprus.
Basarsoft has been investing in R&D. Special Utility & Navigation Solution for blinds can be given as an example of the projects R&D has developed.
","Plan & Build,, Smart Building","Smart Building,Plan & Build,Residential,

                                                Location Analytics                                            
,

                                                Mobile App                                            
,

                                                Property Mangement                                            
,

                                                Smart City                                            
,

                                                Smart Home                                            
","{'Year Founded': '1997', 'Total Raised': '', 'Funding Stage': 'NA', 'Employees': '251-500', 'Country': 'Turkey', 'Operation area': 'Cyprus,Turkey,United States', 'HQ Address': 'Ehlibeyt Mah. Ceyhun Atuf Kansu Cd. No:114 A Blok 41, Bayraktar Center, Cankaya, Ankara 06520, TR', 'Other Offices': '415 Jackson St Suite B, San Francisco, CA 94111, United States'}"
seeable.co.uk/,Seeable,"Visualisation App developers creating AR, VR & Interactive 3D for visual storytelling & next generation communication",https://twitter.com/makeitseeable,2013,1-10,Nigel Moore,Director & R&D,https://www.linkedin.com/in/nigel-moore-187283b/,Seeable,"Visualisation App developers creating AR, VR & Interactive 3D for visual storytelling & next generation communication","
About
Small – Non technical access to technical data !
Medium – Creating Interactive bespoke 3D & BIM visualisation on Web, PC, Mac, iOS & Android Tablets. Scan model visualise
Large – have you invested in 3D or BIM data just for design – recycle it into a SEEABLE app and use for safety briefings, marketing, extra tender information to enable others to understand your site or asset.
Reusing existing BIM / 3D models or laser scanning and modelling new buildings infrastructure or factories. Adding intelligence, web feeds and high resolution panoramic images and creating bespoke augmented visualisation APPs (PC, Mac, Web, Tablet) for design review, health and safety situational awareness, e-learning, briefings, marketing – the limit is your imagination.
Don’t keep it hidden – spread the benefit and make it SEEABLE
",,"Commercial,

                                                3D Modeling                                            
,

                                                BIM                                            
,

                                                ConTech                                            
,

                                                Mobile App                                            
,

                                                VR/AR                                            
","{'Year Founded': '2013', 'Total Raised': '', 'Funding Stage': 'NA', 'Employees': '1-10', 'Country': 'United Kingdom', 'Operation area': 'United Kingdom', 'HQ Address': 'Lambda House, Telford, England TF1 6QJ, GB'}"
seeable.co.uk/,Seeable,"Visualisation App developers creating AR, VR & Interactive 3D for visual storytelling & next generation communication",https://twitter.com/makeitseeable,2013,1-10,Nick Blenkarn,Managing Director,https://www.linkedin.com/in/nickblenkarn/,Seeable,"Visualisation App developers creating AR, VR & Interactive 3D for visual storytelling & next generation communication","
About
Small – Non technical access to technical data !
Medium – Creating Interactive bespoke 3D & BIM visualisation on Web, PC, Mac, iOS & Android Tablets. Scan model visualise
Large – have you invested in 3D or BIM data just for design – recycle it into a SEEABLE app and use for safety briefings, marketing, extra tender information to enable others to understand your site or asset.
Reusing existing BIM / 3D models or laser scanning and modelling new buildings infrastructure or factories. Adding intelligence, web feeds and high resolution panoramic images and creating bespoke augmented visualisation APPs (PC, Mac, Web, Tablet) for design review, health and safety situational awareness, e-learning, briefings, marketing – the limit is your imagination.
Don’t keep it hidden – spread the benefit and make it SEEABLE
",,"Commercial,

                                                3D Modeling                                            
,

                                                BIM                                            
,

                                                ConTech                                            
,

                                                Mobile App                                            
,

                                                VR/AR                                            
","{'Year Founded': '2013', 'Total Raised': '', 'Funding Stage': 'NA', 'Employees': '1-10', 'Country': 'United Kingdom', 'Operation area': 'United Kingdom', 'HQ Address': 'Lambda House, Telford, England TF1 6QJ, GB'}"
nav-in.com/,Navin,Monetizing indoor spaces Navin starts where Google Maps ends,https://www.linkedin.com/company/navin/,2013,1-10,Dan Eshet,COO,https://www.linkedin.com/in/dan-eshet-652ab988/,Navin,Monetizing indoor spaces Navin starts where Google Maps ends,"
About
Navin, the geolocation platform to monetize indoor spaces Navin is a revolutionary self-deploying indoor GPS operating on any mobile device.
Navin utilizes the “wisdom of the crowd” to navigate indoor venues: malls, airports, museums, etc.

","Indoor Navigation,, Manage & Operate","Manage & Operate,Indoor Navigation,

                                                Location Analytics                                            
,

                                                Mapping                                            
,

                                                Mobile App                                            
","{'Year Founded': '2013', 'Total Raised': '4.2M$', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'Israel', 'Operation area': 'Global', 'HQ Address': 'Atir Yeda 1 Kfar-Saba Israel'}"
nav-in.com/,Navin,Monetizing indoor spaces Navin starts where Google Maps ends,https://www.linkedin.com/company/navin/,2013,1-10,Daniel Ouanounou,CEO,https://www.linkedin.com/in/daniel-ouanounou-8892b41/?originalSubdomain=il,Navin,Monetizing indoor spaces Navin starts where Google Maps ends,"
About
Navin, the geolocation platform to monetize indoor spaces Navin is a revolutionary self-deploying indoor GPS operating on any mobile device.
Navin utilizes the “wisdom of the crowd” to navigate indoor venues: malls, airports, museums, etc.

","Indoor Navigation,, Manage & Operate","Manage & Operate,Indoor Navigation,

                                                Location Analytics                                            
,

                                                Mapping                                            
,

                                                Mobile App                                            
","{'Year Founded': '2013', 'Total Raised': '4.2M$', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'Israel', 'Operation area': 'Global', 'HQ Address': 'Atir Yeda 1 Kfar-Saba Israel'}"
nav-in.com/,Navin,Monetizing indoor spaces Navin starts where Google Maps ends,https://www.linkedin.com/company/navin/,2013,1-10,Lior Ronen,Founder & CTO,https://www.linkedin.com/in/lior-ronen-33647619/,Navin,Monetizing indoor spaces Navin starts where Google Maps ends,"
About
Navin, the geolocation platform to monetize indoor spaces Navin is a revolutionary self-deploying indoor GPS operating on any mobile device.
Navin utilizes the “wisdom of the crowd” to navigate indoor venues: malls, airports, museums, etc.

","Indoor Navigation,, Manage & Operate","Manage & Operate,Indoor Navigation,

                                                Location Analytics                                            
,

                                                Mapping                                            
,

                                                Mobile App                                            
","{'Year Founded': '2013', 'Total Raised': '4.2M$', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'Israel', 'Operation area': 'Global', 'HQ Address': 'Atir Yeda 1 Kfar-Saba Israel'}"
crowdestates.com/,Crowdestates,The Peer to peer platform where lenders get access to established property developers and property developers get access to development finance.,https://twitter.com/crowdestates,2013,1-10,Gus Zogolovitch,CEO & Co-Founder,https://www.linkedin.com/in/gus-zogolovitch-ba-mba-a3033222/,Crowdestates,The Peer to peer platform where lenders get access to established property developers and property developers get access…,"
About
Crowdestates is the UK’s first social impact P2P lending platform for property.
We help communities get 100% development finance for social impact community-led developments.
We help impact investors get access to real estate in the UK.
","Debt Crowdfunding,, Invest & Finance","Invest & Finance,Debt Crowdfunding,Commercial,

                                                Crowdfunding                                            
,

                                                Peer to Peer                                            
","{'Year Founded': '2013', 'Total Raised': '', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United Kingdom', 'Operation area': 'United Kingdom', 'HQ Address': '83 Weston Street, London, SE1 3RS, GB'}"
crowdestates.com/,Crowdestates,The Peer to peer platform where lenders get access to established property developers and property developers get access to development finance.,https://twitter.com/crowdestates,2013,1-10,Benedict Arora,Co-Founder,https://www.linkedin.com/in/benedictarora/,Crowdestates,The Peer to peer platform where lenders get access to established property developers and property developers get access…,"
About
Crowdestates is the UK’s first social impact P2P lending platform for property.
We help communities get 100% development finance for social impact community-led developments.
We help impact investors get access to real estate in the UK.
","Debt Crowdfunding,, Invest & Finance","Invest & Finance,Debt Crowdfunding,Commercial,

                                                Crowdfunding                                            
,

                                                Peer to Peer                                            
","{'Year Founded': '2013', 'Total Raised': '', 'Funding Stage': 'Seed', 'Employees': '1-10', 'Country': 'United Kingdom', 'Operation area': 'United Kingdom', 'HQ Address': '83 Weston Street, London, SE1 3RS, GB'}"
brikbit.io/,Brikbit (Brikshares),The first lisk-based blockchain ecosystem for developing and managing real-estate industry operations.,https://twitter.com/brikbit,2018,1-10,Alessandro Dell Orto,Co- Founder,https://www.linkedin.com/in/alessandro-dell-orto-5a131539/,Brikbit (Brikshares),The first lisk-based blockchain ecosystem for developing and managing real-estate industry operations.,"
About
BrikBit is the first blockchain-based ecosystem that develops and manages entire operations for the Real Estate industry. Within the BrikBit ecosystem all shareholders involved in the Real Estate projects will be able to use the potentiality of blockchain technology to automate, disintermediate and make more transparent both typical and implicit processes during all steps of a Real Estate enterprise such as fund collection, design, creation and management. Each Real Estate project will be able to create its own blockchain (as a BrikBit sidechain) with its own rules and features, according to the country and legislation of the project itself.
","Manage & Operate,, Property Management","Property Management,Manage & Operate,Commercial,Residential,

                                                Blockchain                                            
,

                                                Cryptocurrency                                            
,

                                                FinTech                                            
,

                                                Property Mangement                                            
","{'Year Founded': '2018', 'Total Raised': '', 'Funding Stage': 'NA', 'Employees': '1-10', 'Country': 'Switzerland', 'Operation area': 'Global'}"
brikbit.io/,Brikbit (Brikshares),The first lisk-based blockchain ecosystem for developing and managing real-estate industry operations.,https://twitter.com/brikbit,2018,1-10,Stefano Prosdocimo,Co-Founder,https://www.linkedin.com/in/stefano-prosdocimo-75268bb/,Brikbit (Brikshares),The first lisk-based blockchain ecosystem for developing and managing real-estate industry operations.,"
About
BrikBit is the first blockchain-based ecosystem that develops and manages entire operations for the Real Estate industry. Within the BrikBit ecosystem all shareholders involved in the Real Estate projects will be able to use the potentiality of blockchain technology to automate, disintermediate and make more transparent both typical and implicit processes during all steps of a Real Estate enterprise such as fund collection, design, creation and management. Each Real Estate project will be able to create its own blockchain (as a BrikBit sidechain) with its own rules and features, according to the country and legislation of the project itself.
","Manage & Operate,, Property Management","Property Management,Manage & Operate,Commercial,Residential,

                                                Blockchain                                            
,

                                                Cryptocurrency                                            
,

                                                FinTech                                            
,

                                                Property Mangement                                            
","{'Year Founded': '2018', 'Total Raised': '', 'Funding Stage': 'NA', 'Employees': '1-10', 'Country': 'Switzerland', 'Operation area': 'Global'}"
www.realastech.com/,RealAsTech,RealAsTech is an automation platform that helps RE developers find the most profitable projects to invest in.,https://www.linkedin.com/company/realastech/,2019,1-10,Yinon Magzimof,CEO & Co-Founder,https://www.linkedin.com/in/yinon-magzimof-796721168/,RealAsTech,RealAsTech is an automation platform that helps RE developers find the most profitable projects to invest in.,"
About
RealAsTech is a real estate data analysis firm that uses cutting edge technologies and analytical tools to analyse real estate projects. We help developers determine whether a project they are about to embark on is viable or not. Our algorithms evaluate projects within a few seconds, and our analysis is of the highest quality because it is accurate and measurable.
","Data & Valuation,, Invest & Finance","Invest & Finance,Data & Valuation,Residential,

                                                Artificial Intelligence                                            
,

                                                Big Data                                            
,

                                                Data Analytics                                            
,

                                                Machine Learning                                            
","{'Year Founded': '2019', 'Total Raised': '', 'Funding Stage': 'Pre-Seed', 'Employees': '1-10', 'Country': 'Israel', 'Operation area': 'Israel,United States'}"
www.dealsumm.com/,DealSumm,Lease Abstraction software leveraging artificial intelligence to analyze leases and other contracts and automatically create lease abstracts.,https://twitter.com/dealsumm,2013,1-10,Uri Zernik,CTO & Co-Founder,https://www.linkedin.com/in/uri-zernik-5423121/,DealSumm,Lease Abstraction software leveraging artificial intelligence to analyze leases and other contracts and automatically create lease abstracts.,"
About
Silicon Valley based DealSumm is a technology company that empowers its customers to automatically, rapidly and reliably extract the terms, conditions and the fine print hidden in contracts. DealSumm’s customers depend on contract and lease evaluation to conduct their business. Until DealSumm came around their review and abstraction process was a highly manual, lengthy, expensive and unreliable. In addition to automated abstraction DealSumm offers review, workflow and management modules for better utilization and sharing of the abstracted information. The first market DealSumm is focusing on is Commercial Real Estate, later on looking to impact other markets like M&A, Construction, Healthcare, Retail and Banking.
​DealSumm owns a wide portfolio of patents related to understanding and extracting data elements from contracts.
​DealSumm’s leadership team possesses the technical and the business track-record and knowhow to build, deploy and grow the company.
​DealSumm revolutionizes the application of Machine Learning, Natural Language Processing. It attacks head on their inherent accuracy limitations. Using Document Structure Analysis it allows the identification of the correct answers in the prediction of contract provisions. Furthermore, DealSumm invented a technology process for a problem yet unsolved: how to calculate the financial provisions from multiple documents, i.e., the lease and its amendments, and aggregate them into one summary. DealSumm owns a portfolio of patents covering its capability to automatically handle a large variety of domain-specific contract formats. A newly designed web interface allows the user to upload contracts and it delivers a detailed and thorough abstract within minutes. DealSumm utilizes an assisted review process displaying both the original document and extracted terms for verification and approval. Summary reports, search, revenue calendar and other multi-document syntheses and analyses are automatically generated and can be exported to excel and 3rd party software.
","Agent Tools & Services,, Buy Sell & Rent","Buy Sell & Rent,Agent Tools & Services,Commercial,

                                                Artificial Intelligence                                            
,

                                                Data Analytics                                            
,

                                                Machine Learning                                            
,

                                                Property Mangement                                            
,

                                                SaaS                                            
","{'Year Founded': '2013', 'Total Raised': '', 'Funding Stage': 'NA', 'Employees': '1-10', 'Country': 'United States', 'Operation area': 'United States'}"
